wss,dist_border_1,dist_border_2,dist_border_3,temperature,rainfall,hhi,n_sub,dist_mag_km,treated_1,cons_po,users_fix,cons_fix,cons_pf,cons_phcut1,cons_phcut5,cons_phcut10,cons_ph,year_start,type_org,loc_org,typeorg1,typeorg2,typeorg3,typeorg4,typeorg5,bill_ph,pobl_urb,pobl_tot,indrural,areaoficialkm2,altura,dismdo,nbi,IPM,TMI,tacued,taseo,talcan,y_corr_usd
1002,14.353829,14.353829,323.45325,13.083333,218.08833,.34656188,1,132.60953,0,28.390589,151.16667,4215.5835,28.390589,28.390589,28.390589,25.088707,28.390589,8,2,1,0,1,0,0,0,.19070545,1277.8334,10798,.88165063,551,1949,80.945702,49.474541,78.030441,17.46427,2.6216667,2.6216667,2.6216667,1.1825492
1004,53.992073,53.992073,182.21837,18.5,333.81,.43393725,1,71.622177,1,24.671989,238,5872,24.671989,24.671989,24.671989,24.671989,24.671989,13,2,0,0,1,0,0,0,.068517305,890.75,5169.25,.82768029,415,2179,143.3427,67.340561,85.84819,25.740776,34.34,8.8900003,10.54,.72385037
1012,91.240898,91.240898,147.59874,24,422.86063,.31502149,.99908835,89.962837,1,23.967422,277.625,6654.75,23.967422,23.967422,23.967422,23.967422,23.967422,8,2,1,0,1,0,0,0,.13380946,859.125,3103.5,.72316569,152,1157,94.060509,43.94125,74.143211,20.612375,18.155001,15.28375,15.32125,.50767523
1020,40.236816,40.236816,240.40538,12.636364,96.541817,.36210132,1,152.99364,1,23.64888,479.63635,11336.637,23.64888,23.64888,23.64888,23.64888,23.64888,14,2,1,0,1,0,0,0,.11058751,1559.8182,8959.6367,.82590646,167,2760,159.44357,50.799477,79.239838,29.031502,100,51.555454,59.673637,.619681
1027,19.433361,19.433361,344.45468,17.363636,384.51498,.62853903,.95392942,110.49982,1,35.442577,395.45456,14015.818,35.442577,35.442577,35.442577,35.442577,35.442577,19,3,0,0,0,1,0,0,.30680963,8177.4546,33727,.75754005,163,1776,62.109047,33.472916,69.94632,10.833019,62.905453,18.324545,17.277273,.99390715
1032,19.437939,19.437939,273.27484,12.5,87.451668,.27255332,1,169.75832,1,19.495028,129.25,2518.8333,19.495028,19.495028,19.495028,19.495028,19.495028,16,2,0,0,1,0,0,0,.1487122,518.91669,1929.8334,.73111081,67,1525,132.14574,36.121883,59.778389,12.05259,100,28.266666,28.266666,.35122776
1033,22.255196,22.255196,177.69798,17.76923,184.49077,.31705284,1,160.13884,1,27.170372,793,21543.539,27.170372,27.170372,27.170372,27.170372,27.170372,12,2,1,0,1,0,0,0,.12948912,2925.4614,7258.3848,.59683657,146,2164,103.21444,52.884464,68.309753,15.204967,65.430771,65.430771,65.430771,.593036
1034,27.839401,27.839401,203.00807,15,122.45111,.026535874,1,172.51814,1,20.539392,415.11111,8699.5557,20.539392,20.539392,20.539392,20.539392,20.539392,11,2,0,0,1,0,0,0,.1523194,1052.5555,8219.1113,.8719244,617,2375,147.38986,72.352158,82.054947,24.800947,36.897778,12.383333,12.383333,.81602013
1046,129.99088,129.99088,630.9339,23.200001,382.216,.58558458,1,93.172821,0,32.514149,5470,177800.41,32.514149,32.514149,32.514149,32.514149,32.514149,8,4,1,0,0,0,1,0,.18669371,41473.602,67510.797,.38570291,17873,100,216.36925,53.980633,78.958588,16.927788,43.034,43.034,43.034,2.2491062
1050,14.108654,14.108654,316.09546,13.066667,240.78799,.50160229,.98720217,119.76975,0,21.238384,1425.1333,30192.467,21.238384,21.238384,21.238384,21.238384,21.238384,7,3,1,0,0,1,0,0,.23341353,3650,11028,.66903245,257,1745,80.976463,38.893288,62.146111,15.909826,61.189999,24.007999,25.436001,1.0291967
1068,85.79847,.23871712,.23871712,28.538462,147.22461,.36812359,1,.22612436,1,19.18189,1850,35535,19.18189,19.18189,19.18189,19.18189,19.18189,7,3,1,0,0,1,0,0,.35888639,4496.6924,7213,.37656051,175,6,55.687073,53.508984,84.203499,18.302065,63.052307,59.77,20.799231,.52956873
1070,93.645073,147.51463,147.51463,28.636364,193.37181,.19710609,1,148.86073,0,.17917968,3387.6365,612.18182,.17917968,.17917968,.17917968,.17917968,.17917968,,3,,0,0,1,0,0,,6735.9092,27201.727,.75237769,206,12,244.70328,77.144547,92.115173,21.536198,87.099998,49.316364,45.454544,1.0496433
1073,47.906776,47.906776,586.36713,25.875,221.92375,.57657629,.99717027,7.5249777,0,32.057087,6370.75,204204.25,32.057087,32.057087,32.057087,32.057087,32.057087,7,4,1,0,0,0,1,0,.15155299,25847.5,34153.25,.24319227,485,531,37.370674,26.673931,61.496181,14.759979,83.222504,82.716248,82.801247,1.7531852
1083,28.425251,28.425251,589.02435,23.75,267.34811,.55940247,1,9.3777447,0,26.723429,1285,34298.75,26.723429,26.723429,26.723429,26.723429,26.723429,7,4,1,0,0,0,1,0,.14630251,4352.75,8700.875,.49973556,589,910,55.419788,34.449268,71.970444,18.281219,51.490002,51.490002,51.490002,.46787691
1086,25.804464,25.804464,228.50882,17.666666,125.55222,.38980865,.94368225,125.1498,1,13.978085,470,6680.5557,13.978085,13.978085,13.978085,13.978085,13.978085,12,2,1,0,1,0,0,0,.18219556,95.888885,5569.8887,.98278487,117,2782,158.39548,48.996708,86.36422,21.379471,77.327774,8.2833338,8.2833338,.44326442
1100,53.538788,53.538788,88.076561,19.6875,227.90625,.5496071,.9984982,52.075897,1,34.194416,3198.25,109387.31,34.194416,34.194416,34.194416,34.194416,34.194416,5,3,1,0,0,1,0,0,.1292197,13607.875,34526.125,.60586846,1104,692,61.346313,29.147655,64.294037,15.100327,41.391251,26.19375,30.19125,2.1240177
1122,75.427948,75.427948,661.46216,16.0625,259.96249,.00035793748,1,18.832712,0,18.724676,1456.8125,27465.688,18.724676,18.724676,18.724676,18.724676,18.724676,6,4,1,0,0,0,1,0,.10782726,4741.5,13792.875,.6562587,390,1930,130.14435,44.672096,71.015862,18.78829,65.263748,65.263748,65.263748,.61626595
1138,83.500908,83.500908,122.33818,26.5,217.83749,.39875796,1,81.99852,1,16.129879,423.6875,6827.1875,16.129879,16.129879,16.129879,16.129879,16.129879,6,4,1,0,0,0,1,0,.37766951,619.125,2233.625,.72284567,68,980,65.036987,40.128067,58.591251,18.588905,53.217499,7.3699999,5.77,.4760403
1139,61.734768,61.734768,625.35236,20.666666,138.28534,.42286989,1,4.8874383,0,36.866348,2959,108794.07,36.866348,36.866348,36.866348,36.036293,36.866348,5,4,1,0,0,0,1,0,.10516037,17690.4,32892.801,.46219987,561,808,74.153015,30.703566,64.118332,15.311495,79.452003,31.232,53.043999,2.5410502
1141,25.66251,25.66251,269.71194,12.111111,173.26778,.53474867,.99910128,250.83766,0,39.99427,1504.8889,60186.668,39.99427,39.99427,39.99427,39.99427,39.99427,6,4,1,0,0,0,1,0,.12831984,3950.6667,7920.4443,.50120646,786,250,218.91962,55.485432,75.533768,32.252033,62.638889,57.697777,46.921112,2.2975898
1144,69.540085,170.55402,170.55402,27,385.53143,.58729625,.99996865,144.69888,0,29.270723,9524,278582.56,29.270723,29.270723,29.270723,29.270723,29.270723,5,4,1,0,0,0,1,0,.34323892,62561.855,79550.141,.2135769,1282,55,182.61603,45.112309,72.640266,21.363535,79.951431,78.695717,57.304287,3.1493499
1145,91.80497,91.80497,425.69165,25.6875,544.65625,.62975794,1,127.40349,0,27.629667,1847.375,51048.5,27.629667,27.629667,27.629667,27.629667,27.629667,5,4,1,0,0,0,1,0,.27053052,4701.5,9368.125,.49820015,503,450,31.186895,23.417099,53.460621,19.254656,56.21875,53.38625,53.950001,6.954412
1151,160.22052,160.22052,738.16199,23,375.64667,.56253368,1,59.173618,0,27.545811,1519.8667,41845,27.545811,27.545811,27.545811,27.545811,27.545811,5,4,1,0,0,0,1,0,.088688634,6437.0669,11486.066,.4395889,1095,100,184.7968,47.828522,79.181839,20.052088,99.09333,99.09333,99.09333,.8012169
1159,19.120207,19.120207,344.07053,12.4,268.79999,.59988439,.99758416,201.34377,0,35.663082,4978,177406.8,35.663082,35.663082,35.663082,35.663082,35.663082,5,4,1,0,0,0,1,0,.15385135,20321.801,23685.4,.14201449,803,1250,89.782005,31.922695,53.923828,29.010326,78.157997,74.307999,73.938004,2.6632721
1166,13.691444,13.691444,299.09811,12.3125,276.16501,.3611657,.93982631,153.59123,1,19.504789,373.4375,7281.75,19.504789,19.504789,19.504789,19.504789,19.504789,5,4,1,0,0,0,1,0,.10176437,1097.25,4814,.77207327,198,1860,99.629356,35.232021,66.593361,11.710856,44.985001,20.46125,20.46125,.74533737
1169,53.372242,53.372242,213.11526,14.454545,136.21091,.44868287,.97513205,154.09422,1,20.992697,4601,96429.906,20.992697,20.992697,20.992697,20.992697,20.992697,5,4,1,0,0,0,1,0,.33524197,18532,30378.363,.38997895,395,2517,145.50024,18.073288,41.806782,11.617822,98.056366,98.023636,98.056366,3.9345403
1186,67.725243,.11542651,.11542651,30.111111,173.7525,0,1,.34325355,1,38.092564,866.11108,32992.891,38.092564,38.092564,38.092564,38.092564,38.092564,5,3,1,0,0,1,0,0,.27768046,3823.5557,9376.7773,.5922516,327,77,177.78442,72.864067,90.295837,25.369532,26.142221,18.772223,0,.60833561
1192,31.719526,31.719526,231.9594,13.384615,84.688461,.50903058,1,138.50206,1,22.294525,133.92308,2981.8462,22.294525,22.294525,22.294525,22.294525,22.294525,5,3,1,0,0,1,0,0,.13363551,855.61536,7922.0771,.89200693,61,1805,160.58037,50.190712,83.677032,22.790211,51.147694,2.0053847,1.9661539,.67634547
1194,48.232685,48.232685,194.05424,13.363636,122.85272,.49695233,1,154.58173,1,13.301553,794.36365,10570.546,13.301553,13.301553,13.301553,13.301553,13.301553,4,3,1,0,0,1,0,0,.14707613,195,1924.7273,.89866644,127,2700,121.32288,46.681923,80,19.674204,46.411819,8.1327276,8.1327276,.37809849
1197,15.62094,15.62094,249.62564,12.111111,173.26778,.29123202,1,228.84421,0,39.890907,490.66666,19573.334,39.890907,39.890907,39.890907,39.890907,39.890907,5,4,1,0,0,0,1,0,.18605076,2312.8889,7046.6665,.67177492,1136,1156,176.35606,72.418831,82.727272,37.253353,8.7411108,8.7299995,8.7299995,1.082201
1198,89.186615,89.186615,667.83887,21.083334,134.08833,.31622687,1,5.2965555,0,25.786835,953.33331,24579.334,25.786835,25.786835,25.786835,25.786835,25.786835,5,4,1,0,0,0,1,0,.19125228,2877,4258.5,.32441133,201,1079,117.166,23.581757,49.471642,11.065304,77.849998,77.849998,77.849998,.52219582
1213,19.986986,19.986986,276.35825,12.5,101.00833,.50848502,1,168.62756,1,22.587925,1321,29827,22.587925,22.587925,22.587925,22.587925,22.587925,4,4,1,0,0,0,1,0,.13320005,5550.1665,9763.667,.43155473,265,1720,125.26669,25.347038,53.586948,13.227277,40.103333,19.816668,19.3325,1.7747583
1215,99.335365,99.335365,682.70428,23,165.81866,.59197509,1,6.0836229,0,27.322378,2272.6001,62054.867,27.322378,27.322378,27.322378,27.322378,27.322378,4,4,1,0,0,0,1,0,.15121138,7267.3999,20284.467,.64172828,194,1100,137.41994,31.453886,66.404404,17.44393,45.599998,45.599998,45.599998,.88203847
1217,93.766754,93.766754,670.77234,21.083334,134.08833,.54864478,1,10.393864,0,31.573561,1565.5834,49432.082,31.573561,31.573561,31.573561,31.573561,31.573561,4,4,1,0,0,0,1,0,.14613669,5114,21080.5,.75739223,242,929,122.4015,36.939133,69.441322,17.217361,49.52,25.1,26.395,.85030806
1226,10.683863,10.683863,235.52791,23.071428,487.00571,.60466152,1,48.032547,1,40.62244,732.28571,29759.5,40.62244,40.62244,40.62244,37.260433,40.62244,4,4,1,0,0,0,1,0,.18379726,4157.4287,10646.714,.60951138,501,1050,148.3967,50.661053,79.198898,12.299457,49.541428,48.501427,48.501427,2.0573082
1228,15.41089,19.236021,19.236021,29,270.465,.52677554,.98319107,1.9905132,1,39.819626,11407.071,454228.06,39.819626,39.819626,39.819626,39.819626,39.819626,4,4,1,0,0,0,1,0,.35451257,85422.57,123638.79,.30909699,1102,27,211.0359,54.387062,72.984978,15.110627,33.689999,47.44643,9.077857,3.9764237
1229,331.05286,331.05286,863.33557,19.875,540.71997,.4025245,.84117335,244.39882,0,33.628925,14117.688,474805.81,33.628925,33.628925,33.628925,33.628925,33.628925,4,4,1,0,0,0,1,0,.39766318,109061.5,195958.75,.44348234,3778,2,260.97931,48.702766,84.495491,30.523304,54.48875,45.293751,0,5.5998983
1230,67.825333,67.825333,143.90303,19.75,388.75687,.5205217,1,114.86552,1,24.095953,1256.375,30231.125,24.095953,24.095953,24.095953,24.095953,24.095953,4,4,1,0,0,0,1,0,.14249711,3805.375,10888.625,.65051651,484,1700,73.254761,49.418438,79.50827,16.620907,32.645,27.754999,27.754999,.72766805
1231,36.894161,36.894161,207.27289,19.4,340.75598,.31656915,1,66.505981,1,21.391964,491,10503.6,21.391964,21.391964,21.391964,21.391964,21.391964,4,3,1,0,0,1,0,0,.32724953,1904,8584.5996,.77820772,259,18,169.58081,34.017296,74.58596,20.473839,51.938,15.388,14.954,1.164331
1234,64.196022,64.196022,181.82344,18.181818,405.85272,.5275718,1,108.86339,1,20.108654,344,6918.1816,20.108654,20.108654,20.108654,20.108654,20.108654,4,4,1,0,0,0,1,0,.28602272,1130.6364,5816.8184,.80560398,155,1575,134.94481,47.314972,81.674103,18.852827,12.046364,12.060909,12.046364,.64604163
1238,83.200401,83.200401,118.19332,26.5,166.095,.61305028,.96547335,81.714622,1,24.00787,1233.125,29610.938,24.00787,24.00787,24.00787,24.00787,24.00787,3,4,1,0,0,0,1,0,.32013041,2618.125,7255,.63912028,134,1336,57.683361,30.989958,50.014351,13.455918,62.342499,23.852501,23.876249,.99580592
1247,42.352013,42.352013,198.73473,18.5,297.70001,.67441732,.89342284,104.7935,1,19.277765,3319.5,63983.25,19.277765,19.277765,19.277765,19.277765,19.277765,4,4,1,0,0,0,1,0,.2312085,10494,21459,.51097441,220,1650,151.64977,30.878769,60.76104,11.638048,39.279999,29.48,26.860001,1.7276258
1252,25.942163,25.942163,539.86353,28.181818,205.48909,.42566025,1,10.173808,0,26.060959,1513.7273,39458.91,26.060959,26.060959,26.060959,26.060959,26.060959,4,4,1,0,0,0,1,0,.1864641,6517.9092,14106.182,.53795004,589,575,17.600128,53.448174,78.090668,22.352423,69.93,69.93,69.93,.88613355
1276,30.701939,30.701939,240.64203,13.384615,95.724617,.41681737,1,143.37129,1,20.600323,391.92307,8080,20.600323,20.600323,20.600323,20.600323,20.600323,3,4,1,0,0,0,1,0,.16180247,751,5407.1538,.86110139,57,2680,153.75221,46.260422,87.956787,16.250305,100,19.727692,20.957693,.67355138
1288,32.005707,32.005707,305.052,13.066667,133.12267,.65351665,.89246875,96.711571,0,32.461872,758.26666,24615.334,32.461872,32.461872,32.461872,32.461872,32.461872,4,4,0,0,0,0,1,0,.092024423,1945.2,6880.2002,.71727854,249,2680,71.732109,22.933363,55.229359,12.094832,37.518002,15.434,13,.90977269
1294,57.182159,57.182159,227.09813,13.916667,220.85167,.0010964393,1,264.42191,0,21.274628,938.33331,19955.584,21.274628,21.274628,21.274628,21.274628,21.274628,3,3,0,0,0,1,0,0,.21633165,18471.416,41017.418,.54968715,3060,120,207.28,41.482437,71.141701,22.208401,52.490002,43.060001,39.689999,2.6601214
