wss,dist_border_1,dist_border_2,dist_border_3,temperature,rainfall,hhi,n_sub,dist_mag_km,treated_1,cons_po,users_fix,cons_fix,cons_pf,cons_phcut1,cons_phcut5,cons_phcut10,cons_ph,year_start,type_org,loc_org,typeorg1,typeorg2,typeorg3,typeorg4,typeorg5,bill_ph,pobl_urb,pobl_tot,indrural,areaoficialkm2,altura,dismdo,nbi,IPM,TMI,tacued,taseo,talcan,y_corr_usd
241,8.5799923,8.5799923,404.0488,22.8125,429.33875,.68584627,.87465012,90.170143,1,22.77449,5697.6875,129675.31,22.77449,22.77449,22.77449,22.77449,22.77449,25,4,1,0,0,0,1,0,.4010703,22262.5,29675.375,.24980909,87,1772,14.276646,17.229687,40.900219,11.936335,99.612503,89.207497,74.4375,1.1990415
243,2.99703,2.99703,451.87088,19.3125,345.66687,.58906221,1,100.46841,1,23.68639,1275,30190.625,23.68639,23.68639,23.68639,23.68639,23.68639,25,4,1,0,0,0,1,0,.36775187,4049.75,8054.375,.49718991,287,1500,32.205288,25.424753,67.248352,15.192922,64.518753,50.36375,62.526249,.61538494
244,6.1290083,6.1290083,428.36227,22.8125,301.7175,.43438154,.92381227,101.59457,1,26.79657,7571.5,202862.06,26.79657,26.79657,26.79657,26.79657,26.79657,25,4,1,0,0,0,1,0,.31183499,38644.125,41318.375,.064748555,88,1350,14.615598,22.381458,53.055599,11.823101,100,94.237503,94.237503,2.4518204
245,9.0246935,9.0246935,415.48093,22.8125,274.3725,.62411696,.89188164,100.42919,1,27.121809,7791.9375,211263.5,27.121809,27.121809,27.121809,27.121809,27.121809,25,4,1,0,0,0,1,0,.3194772,33667.375,41168.625,.18220977,141,1294,13.247204,22.855045,56.527012,15.604852,100,81.2425,81.2425,2.2849379
247,2.8374398,2.8374398,410.91006,22.8125,274.3725,.53113794,.96519172,103.72623,1,28.629923,6524.1875,186715.13,28.629923,28.629923,28.629923,28.629923,28.629923,25,4,1,0,0,0,1,0,.27277163,29016.5,34873,.16794114,123,1339,15.623399,22.095053,52.851929,13.410941,100,84.551247,76.64875,2.3373518
248,14.907838,14.907838,398.40524,18.384615,464.21075,.4679406,.95242673,83.774307,1,26.061651,1074,27970.23,26.061651,26.061651,26.061651,26.061651,26.061651,25,4,1,0,0,0,1,0,.40054476,3778.3845,7119.769,.46930954,328,1895,20.519421,20.860413,52.759972,11.417135,100,51.716152,40.106155,.93277848
250,10.680304,10.680304,391.0545,22.375,376.21689,.5864464,.0012953891,99.89328,1,26.537647,192.625,5108.9375,26.537647,26.537647,26.537647,26.537647,26.537647,10,4,1,0,0,0,1,0,.43613133,393976.88,467478.63,.15723333,702,1411,0,13.365634,33.65509,9.9648504,78.022499,66.527496,64.514999,72.062531
251,14.289606,14.289606,385.9046,18.416666,379.26584,.46168375,.86437869,95.574356,1,19.5485,4539.6665,88531.25,19.5485,19.5485,19.5485,19.5485,19.5485,19,4,1,0,0,0,1,0,.43276709,188211.25,196763.75,.043469995,80,1420,10.351912,13.2847,33.540249,11.359787,91.353333,91.720833,90.849998,16.012661
254,62.11552,62.11552,247.61067,17.4375,297.92499,.65771163,.91092509,93.657959,0,13.240194,324.0625,4280.375,13.240194,13.240194,13.240194,13.240194,13.240194,11,3,0,0,0,1,0,0,.65214926,17249.25,47054.5,.6334427,153,2150,23.405863,17.725445,41.209789,11.941703,69.6325,30.66625,25.88125,7.3257718
256,4.3624039,4.3624039,392.48608,19.888889,399.33777,.60783905,.92100066,134.83649,1,23.888689,822.66669,19616,23.888689,23.888689,23.888689,23.888689,23.888689,15,4,1,0,0,0,1,0,.2681357,3427.5557,8614.5557,.60211897,107,1950,40.128117,24.271376,67.880028,12.528188,38.307777,31.986666,31.938889,.480809
257,19.980873,19.980873,358.93277,17.266666,254.67999,.42646888,.98880917,127.13532,1,28.499216,883.26666,25169.867,28.499216,28.499216,28.499216,28.499216,28.499216,18,1,1,1,0,0,0,0,.17387967,4222.8667,16064.2,.73712575,755,1518,75.274445,45.014889,70.105423,27.463346,57.071335,34.199333,56.218666,.59983695
258,71.867241,71.867241,210.19998,22.9375,544.40399,.59417939,1,70.030418,0,14.885891,1059.1875,15786.313,14.885891,14.885891,14.885891,14.885891,14.885891,10,4,0,0,0,0,1,0,.28450736,2002.375,10515.375,.80957568,274,1950,62.540661,29.074385,63.698929,20.683449,24.362499,20.942499,20.352501,1.2142774
259,19.433361,19.433361,344.45468,17.222221,393.77997,.30863214,.988765,110.49982,1,23.190468,2099,48680.555,23.190468,23.190468,23.190468,23.190468,23.190468,24,1,1,1,0,0,0,0,.18706092,8173.3335,33720.332,.75761431,163,1776,62.109047,33.472916,69.94632,10.816032,65.013336,18.416666,17.416666,.99317288
261,83.071098,83.071098,72.216293,22.066668,179.10001,.75560588,.53480393,75.556938,1,32.533676,124867.6,4061262.8,32.533676,32.533676,32.533676,32.533676,32.533676,98,4,1,0,0,0,1,0,.4315502,520945.13,527469.38,.012369086,154,959,0,11.551094,28.48591,9.5434847,71.12867,67.513336,69.489998,99.793571
262,86.336105,86.336105,78.0485,25.133333,182.688,.74608463,.72729307,80.11364,1,32.392418,65806.07,2130987,32.392418,32.392418,32.392418,32.392418,32.392418,98,4,1,0,0,0,1,0,.42981842,255159.41,264822.41,.036489435,101,925,8.6452303,9.4282732,27.979071,8.9993553,85.166,81.987999,84.615997,31.607882
263,78.727676,78.727676,74.668442,22.0625,141.51866,.66889042,.94572806,72.647873,1,32.361763,24443.688,790901.81,32.361763,32.361763,32.361763,32.361763,32.361763,98,4,1,0,0,0,1,0,.43038717,157408.5,176157.13,.10646106,681,777,21.282152,15.370611,45.849178,9.368968,68.559998,64.199997,65.894997,15.827149
265,43.109245,43.109245,152.76231,25.692308,116.56923,.56318015,1,139.88846,1,35.014359,1115.1538,39025.461,35.014359,35.014359,35.014359,34.357792,35.014359,9,2,1,0,1,0,0,0,.12366998,3138.4614,5652.3848,.4447419,81,1090,84.64727,46.266644,56.716671,18.24242,46.588463,44.583076,44.686924,.651914
266,82.075119,82.075119,157.7319,21.076923,654.72614,.47928578,1,88.143562,1,6.1790276,113.53846,701.46155,6.1790276,6.1790276,6.1790276,6.1790276,6.1790276,18,2,0,0,1,0,0,0,.23078698,423.46155,2022.7693,.79063416,122,1750,102.74834,36.161705,74.677917,19.498268,49.03154,14.833076,14.133846,.45000327
282,1.9419463,1.9419463,407.32318,22.375,274.3725,.48279932,.99866933,106.86314,0,29.538805,2255.6875,66628.813,29.538805,29.538805,29.538805,29.538805,29.538805,55,4,1,0,0,0,1,0,.33659911,11237.125,20988.25,.4646056,64,1290,11.558702,25.558117,55.734402,10.888931,100,100,100,.84465182
283,36.284775,36.284775,477.10098,23.5,143.2775,.37393844,.99776953,134.74544,0,30.905584,4937.4375,152517.63,30.905584,30.905584,30.905584,30.905584,30.905584,42,4,1,0,0,0,1,0,.35166934,14624.125,17836.125,.18008116,162,955,60.54837,18.443405,45.8428,11.89926,62.119999,55.87875,53.5975,1.6154684
284,6.7591128,6.7591128,409.94232,25.25,207.90001,.59252822,.9963128,130.30107,0,31.94553,2713.125,86644.625,31.94553,31.94553,31.94553,31.94553,31.94553,33,4,1,0,0,0,1,0,.39043391,13136.375,19653.625,.33158433,361,1035,36.332253,30.974741,72.11161,18.557844,86.721252,86.291252,86.14875,1.0612936
285,22.018492,22.018492,424.57547,25.857143,165.75429,.46627522,1,144.36679,0,25.835979,665.85712,17202,25.835979,25.835979,25.835979,25.835979,25.835979,52,4,1,0,0,0,1,0,.37997082,3111.8572,6466.4287,.51876581,88,1035,48.011066,29.604481,66.015961,16.085123,56.279999,54.099998,42.939999,.42022908
286,33.630436,33.630436,463.23346,24.8125,120.28125,.61634976,.9795329,143.93941,0,24.053186,1487.8125,35785.063,24.053186,24.053186,24.053186,24.053186,24.053186,55,4,1,0,0,0,1,0,.38868389,3464.625,13631.25,.74582392,815,1035,66.033264,30.369219,57.661621,17.439438,72.78875,28.716249,69.776253,.87466854
287,35.840725,35.840725,473.18301,24,146.14799,.60676163,1,135.78978,0,32.745174,3782.1333,123805.73,32.745174,32.745174,32.745174,32.745174,32.745174,53,4,1,0,0,0,1,0,.35013756,11887.533,21215.4,.43967175,429,950,52.155392,21.310541,44.02961,12.947453,46.377998,45.456665,41.073334,3.1160884
288,4.4986463,4.4986463,441.93716,22.8125,257.125,.59586936,.93241745,104.68678,0,30.318954,5908.4375,179094.75,30.318954,30.318954,30.318954,30.318954,30.318954,38,4,1,0,0,0,1,0,.34477213,24424.75,29917.25,.18358275,165,1110,20.912321,15.935035,47.380661,12.028256,85.488747,79.803749,80.462502,1.3410118
291,3.4987655,3.4987655,403.29349,25.25,445.46875,.54902834,.99856138,137.06042,0,25.979982,695.4375,18065.438,25.979982,25.979982,25.979982,25.979982,25.979982,53,4,1,0,0,0,1,0,.39917231,2668.75,11036.125,.7581839,255,1800,44.901482,27.273718,64.579018,17.317539,18.25375,18.25375,16.785,.45486492
292,28.992361,28.992361,428.58417,25.857143,165.75429,.54950303,1,155.51703,0,23.27903,745.14288,17346.572,23.27903,23.27903,23.27903,23.27903,23.27903,53,4,1,0,0,0,1,0,.38475168,2821.2856,9904.4287,.71514732,274,1850,53.573898,29.435932,78.092377,20.266289,28.637142,26.688572,26.688572,.49857712
294,39.461929,39.461929,451.4942,25.857143,220.21715,.56228453,.99880511,151.60222,0,24.094397,1675.1428,40359.43,24.094397,24.094397,24.094397,24.094397,24.094397,53,4,1,0,0,0,1,0,.31295672,5097.7144,8611.8574,.40805498,297,1434,63.264824,23.913044,62.41127,18.954111,46.897144,46.897144,46.897144,.51278114
295,20.046497,20.046497,561.53748,24,261.40625,.5976724,1,107.53524,0,38.408569,11826.063,454003.38,38.408569,38.408569,38.408569,38.002136,38.408569,43,4,1,0,0,0,1,0,.22414528,42800.625,57939.75,.26129174,413,1038,43.332886,21.625118,46.19133,11.37167,100,99.918747,100,2.6538
296,32.446678,32.446678,524.90045,23.923077,148.37077,.59582555,.98385477,123.84171,0,33.71347,3012.5386,101459.38,33.71347,33.71347,33.71347,33.71347,33.71347,52,4,1,0,0,0,1,0,.40222037,9893.5381,20841.77,.5253284,275,1100,55.247402,18.103077,43.4981,11.931906,68.762306,64.383842,62.900768,1.5094416
297,40.632736,40.632736,525.36743,23.923077,148.37077,.35168791,.99474758,132.08696,0,36.103996,7172.4614,258645.61,36.103996,36.103996,36.103996,36.103996,36.103996,55,4,1,0,0,0,1,0,.26431999,20467.77,34215.309,.40179789,166,966,52.722805,21.42453,36.021351,12.138729,58.653847,50.372307,53.84,2.4833241
300,25.090635,25.090635,440.39426,25.857143,220.21715,.59820014,.99930155,137.5365,0,28.824526,7166.5713,206515.86,28.824526,28.824526,28.824526,28.824526,28.824526,53,4,1,0,0,0,1,0,.38287315,29008.572,36986.855,.21570933,121,975,42.272438,18.407503,63.27335,12.157834,75.237144,82.872856,73.798569,1.8267181
301,17.58617,17.58617,436.9231,25.857143,194.07428,.67880964,.76124072,129.99318,0,26.052965,3412.8572,88893.711,26.052965,26.052965,26.052965,26.052965,26.052965,53,4,1,0,0,0,1,0,.38287589,9447,13353.143,.292523,278,915,22.391878,18.736071,46.35215,13.227666,83.617142,87.28714,83.617142,.95921278
302,11.423901,11.423901,428.32385,25.857143,213.93143,.50718445,.99334091,124.44104,0,27.27557,2339.1428,63792.285,27.27557,27.27557,27.27557,27.27557,27.27557,52,4,1,0,0,0,1,0,.3828752,10974.571,14900.429,.26347554,213,932,26.865416,30.669376,64.381447,13.186645,71.112854,67.641426,68.292854,1.4541405
303,21.652878,21.652878,552.37738,24.25,171.644,.61677998,.99937677,111.52361,0,34.668442,9531.375,330435,34.668442,34.668442,34.668442,34.668442,34.668442,53,4,1,0,0,0,1,0,.23532611,47575.25,54557.375,.12798183,369,1057,43.698517,23.800734,47.972832,10.192656,93.411247,64.506248,68.7575,3.0792737
304,62.510815,62.510815,531.3783,23.923077,109.52461,.6009227,.9417755,153.87914,0,32.368763,2746.8462,88881.695,32.368763,32.368763,32.368763,32.368763,32.368763,43,4,1,0,0,0,1,0,.41964608,9040.9229,16183.538,.44135275,248,1400,44.338707,20.83835,50.915989,14.391718,72.722305,49.603077,37.69154,.97196317
305,49.851326,49.851326,486.30792,23.5,177.10126,.56526023,.99944669,146.2659,0,23.539839,1810,42577.25,23.539839,23.539839,23.539839,23.539839,23.539839,53,4,1,0,0,0,1,0,.38766399,4904.875,14929,.6714288,317,969,83.054482,26.405077,60.805031,14.672928,65.393753,52.297501,47.853748,1.1552186
306,28.86171,28.86171,454.41544,24.8125,135.13687,.66234106,.93610787,140.87904,0,28.546974,7640.375,218063.44,28.546974,28.546974,28.546974,28.546974,28.546974,53,4,1,0,0,0,1,0,.38868016,24753.25,32942.25,.24857019,209,966,47.916183,18.418865,37.93111,10.756472,88.294998,79.8125,82.650002,1.5730618
307,41.769432,41.769432,499.04379,23.1875,198.58867,.55398285,.98959911,132.32898,0,31.54035,3006.5,94765.125,31.54035,31.54035,31.54035,31.54035,31.54035,55,4,1,0,0,0,1,0,.40426987,7137.25,17916.625,.60165286,197,980,76.727577,16.524977,42.081181,13.087956,74.526253,66.651253,56.587502,1.4502966
308,13.432021,13.432021,453.93353,24,208.17384,.63372475,.99414086,115.81451,0,23.836227,7818,186329,23.836227,23.836227,23.836227,23.836227,23.836227,31,4,1,0,0,0,1,0,.3741692,34541.199,45403.266,.23922344,639,1538,37.125912,18.233189,48.021431,11.721906,71.096001,63.82,57.09,1.8103098
309,23.45022,23.45022,432.06137,25.857143,148.78857,.56730843,.99512428,136.65923,0,28.918787,2727.8572,78874.141,28.918787,28.918787,28.918787,28.918787,28.918787,53,4,1,0,0,0,1,0,.38287544,9313.5713,16325,.42948917,194,950,42.71344,29.90196,75.774391,14.448541,86.949997,49.02,52.48143,.80320948
310,52.428669,52.428669,483.26614,23.5,177.10126,.5978272,1,151.9272,0,25.767635,2049,52788.5,25.767635,25.767635,25.767635,25.767635,25.767635,51,4,1,0,0,0,1,0,.36264923,8161,18153.625,.55044138,232,1260,74.775169,22.791803,63.28233,15.046322,70.238747,63.455002,63.455002,.76363742
311,.5603441,.5603441,402.04471,22.375,274.3725,.53052771,1,101.93681,0,27.097685,595.75,16140.375,27.097685,27.097685,27.097685,27.097685,27.097685,25,4,1,0,0,0,1,0,.41142145,2678.25,5484.375,.51164663,43,1350,9.6086626,23.403473,62.824539,13.744037,100,64.237503,63.4175,.44101703
312,50.678539,50.678539,537.74304,24.818182,117.67091,.42721176,.99840879,140.94179,0,30.77285,2057.7273,63307.727,30.77285,30.77285,30.77285,30.77285,30.77285,29,4,1,0,0,0,1,0,.41048828,6947.3638,10847.818,.35958266,122,987,41.377609,21.14542,46.432301,11.759355,41.855453,40.854546,40.303635,.69616866
313,50.249229,50.249229,519.25769,23.923077,149.75539,.57080317,.9992283,141.54239,0,28.913019,2302.1538,66541.156,28.913019,28.913019,28.913019,28.913019,28.913019,50,4,1,0,0,0,1,0,.32117867,8223.5381,16188.23,.49201038,390,972,60.722168,26.58787,54.470692,14.68943,86.376152,81.832306,63.332306,2.8055921
316,131.7733,131.7733,293.79202,13.933333,253.248,.61155671,.97789556,338.50894,0,31.206877,13434.733,419124.06,31.206877,31.206877,31.206877,31.206877,31.206877,17,1,1,1,0,0,0,0,.38700533,75234.734,87322.203,.1384446,5751,125,264.82736,33.728504,49.558571,21.6322,44.025333,44.373333,43.694668,8.9671555
317,42.802269,42.802269,230.48688,7,98.277504,.62351096,1,243.05835,0,28.680107,7520.375,215578.38,28.680107,28.680107,28.680107,28.680107,28.680107,17,1,1,1,0,0,0,0,.20995201,19850.5,52145.25,.61932063,5542,345,175.82974,100,61.151161,30.081774,44.052502,40.314999,39.084999,2.2395036
319,201.50342,201.50342,716.78467,27.428572,123.74786,.53849256,.69152528,130.99918,0,25.771027,2943.7856,75686.289,25.771027,25.771027,25.771027,25.771027,25.771027,17,1,1,1,0,0,0,0,.25701025,11922,32885.57,.63749504,13161,100,294.83951,51.565361,88.540482,22.456285,100,100,100,2.0730481
323,4.2582793,4.2582793,265.6153,12.111111,181.08,.42585146,1,238.6907,0,27.943914,1103.2222,30714.111,27.943914,27.943914,27.943914,27.943914,27.943914,6,2,1,0,1,0,0,0,.17841962,2084.1111,8786.1113,.76280028,1101,380,217.45087,64.020203,83.47364,35.550579,87.16333,61.881111,61.881111,1.4225957
324,10.680304,10.680304,391.0545,22.375,376.21689,.54586375,.92436618,99.89328,1,19.322847,1095.9375,20195.188,19.322847,19.322847,19.322847,19.322847,19.322847,16,4,1,0,0,0,1,0,.46105918,393976.88,467478.63,.15723333,702,1411,0,13.365634,33.65509,9.9648504,78.022499,66.527496,64.514999,72.062531
325,1.0275733,1.0275733,409.42911,25.25,208.54375,.70148909,.84955323,122.34953,0,26.013739,34979.688,909988.75,26.013739,26.013739,26.013739,26.013739,26.013739,16,4,1,0,0,0,1,0,.46106979,129608.63,131627.75,.015341256,260,917,22.919697,15.689754,45.743839,10.79324,74.386253,73.498749,72.322502,9.1663923
329,140.90367,140.90367,708.55884,23,262.80933,.50409853,.98405749,54.627304,0,33.663315,37491.133,1262382.5,33.663315,33.663315,33.663315,33.663315,33.663315,22,4,1,0,0,0,1,0,.17827091,148086.2,169546.94,.12660232,2292,100,153.91118,26.846258,55.91,12.515333,84.248001,74.008667,84.241333,11.204952
331,18.225765,18.225765,295.21481,14.5,98.949997,.53231025,.95021123,233.5195,0,30.084745,6457.625,194036.13,30.084745,30.084745,30.084745,30.084745,30.084745,13,4,1,0,0,0,1,0,.30060056,28363.75,37565.375,.24498695,1455,290,158.70242,26.691422,54.779839,18.007477,38.21125,37.453751,39.174999,7.3144851
334,45.342358,45.342358,218.94383,16.444445,93.966667,.47677121,.97222221,169.62978,1,14.766666,3.4444444,46.888889,14.766666,14.766666,14.766666,14.766666,14.766666,59,4,1,0,0,0,1,0,.35896966,6327.8887,16209.223,.60962063,53,2510,154.98854,13.542089,32.297852,12.078422,51.702221,45.315556,47.004444,5.2261691
336,40.427589,40.427589,223.85374,16.333334,93.941818,.56691164,.9381991,173.84785,1,24.183472,32308.166,780681.81,24.183472,24.183472,24.183472,24.183472,24.183472,27,4,1,0,0,0,1,0,.35598236,98545.664,113755.34,.13369542,214,2569,165.64784,11.599928,30.49247,11.642587,65.809998,63.806667,62.57,10.943377
337,44.833748,44.833748,219.48509,14.625,83.1175,.67147934,.87476647,166.02251,1,18.198896,17,310.875,18.198896,18.198896,18.198896,18.198896,18.198896,59,4,1,0,0,0,1,0,.35830039,4739.125,13983.625,.66109467,95,2538,156.98155,16.184555,48.518768,11.721976,99.543747,50.0275,48.53125,2.2044353
338,17.555784,17.555784,305.00479,14.333333,98.247276,.63323694,.99952233,215.41446,0,29.538191,4404.75,129942.41,29.538191,29.538191,29.538191,29.538191,29.538191,15,4,1,0,0,0,1,0,.27897125,14318.333,21449.334,.33248961,2391,450,118.57982,33.732494,54.008518,27.205198,60.693333,52.146667,53.48,6.8177109
339,18.906782,18.906782,577.03717,24,195.71875,.65361637,.99581659,99.649452,0,27.924389,3649.25,101850.69,27.924389,27.924389,27.924389,27.924389,27.924389,24,1,1,1,0,0,0,0,.24105327,12845.5,31531.375,.59259748,294,1052,46.035999,53.580585,78.33638,14.660628,50.927502,49.741249,49.708752,1.1468296
340,65.090202,65.090202,643.37677,20.333334,277.48401,.64951146,1,76.474342,0,23.149672,3932.5334,91004.266,23.149672,23.149672,23.149672,23.149672,23.149672,18,1,1,1,0,0,0,0,.14523216,14511.6,42259.398,.65659708,171,1765,73.432045,37.98064,72.05442,17.269598,55.293999,29.4,29.452,1.539413
341,25.693659,25.693659,225.09055,17.666666,154.90111,.71402836,.67637938,119.77647,1,40.38924,2729.1111,110255.55,40.38924,40.38924,40.38924,38.304611,40.38924,5,1,1,1,0,0,0,0,.12642837,9444.2227,15769.223,.40111691,121,380,158.25227,25.860008,44.90667,12.189488,53.351112,35.18222,26.533333,2.6916521
346,20.235231,20.235231,329.40475,13.066667,240.78799,.48913065,1,135.14545,0,21.755053,550.20001,11969.866,21.755053,21.755053,21.755053,21.755053,21.755053,13,2,1,0,1,0,0,0,.0026116455,2019.4,5728,.64744753,441,1712,67.59671,33.673111,66.590508,18.080452,6.3239999,6.3239999,7.8660002,1.000446
349,10.605357,10.605357,317.38718,12.3125,276.16501,.60900503,1,171.21671,1,39.989277,813.8125,32543.75,39.989277,39.989277,39.989277,39.989277,39.989277,12,2,1,0,1,0,0,0,.16817544,1827.625,5223.125,.65005517,247,400,81.127625,33.526299,70.426727,13.778524,97.547501,42.341251,41.931252,.7659288
353,74.784821,74.784821,391.74884,25.818182,727.41455,.70389265,.86519605,128.83189,0,23.927835,92723.727,2213206,23.927835,23.927835,23.927835,23.927835,23.927835,51,1,1,1,0,0,0,0,.50835377,455905.19,479605.09,.049420591,1328,467,0,17.071026,40.881729,18.688652,46.020908,53.614544,49.205456,60.425701
360,73.413414,73.413414,68.037148,22.0625,141.51866,.61254466,.96512675,65.948456,1,33.922642,3679.875,124303.38,33.922642,33.922642,33.922642,33.922642,33.922642,25,1,1,1,0,0,0,0,.27851379,18333.375,37843.625,.51557636,541,1015,22.483994,25.991764,60.61137,10.979903,34.98,33.43,33.412498,3.2283432
362,4.8945346,4.8945346,392.92288,25.25,280.7175,.70706481,.85034597,119.07069,1,27.036369,7292.0625,197022.25,27.036369,27.036369,27.036369,27.036369,27.036369,19,1,1,1,0,0,0,0,.36670831,31435.75,31973,.016803455,38,899,23.584972,23.7013,48.293179,13.50753,77.665001,77.665001,76.378754,1.615831
363,14.289606,14.289606,385.9046,18.384615,387.97,.62530345,.88662201,95.574356,1,24.884966,38479.617,957500.88,24.884966,24.884966,24.884966,24.884966,24.884966,4,1,1,1,0,0,0,0,.3524141,188224.31,196776.23,.043463994,80,1420,10.351912,13.2847,33.540249,11.334666,91.433846,91.761536,90.928459,16.03801
365,13.078923,13.078923,414.54706,22.866667,288.09198,.77716887,.75896794,92.286377,1,25.583801,81962.398,2095360.1,25.583801,25.583801,25.583801,25.583801,25.583801,52,1,1,1,0,0,0,0,.2485626,287466.81,295451.41,.027025329,115,1483,0,13.212728,34.308571,10.183004,100,99.914001,99.218002,31.749878
368,121.83348,43.285568,2.7630804,22.071428,144.43715,.68493813,.93318874,43.505306,1,29.385674,24268.5,712047.19,29.385674,29.385674,29.385674,29.385674,29.385674,20,4,1,0,0,0,1,0,.18402302,88213.141,97638.43,.096542411,463,1202,113.54668,26.16151,52.250938,10.203035,91.824997,91.377144,91.377144,4.9466524
369,87.022507,87.022507,89.927055,15.8125,114.7175,.70958972,.88187069,128.37981,1,21.254435,12324.375,261913,21.254435,21.254435,21.254435,21.254435,21.254435,51,4,1,0,0,0,1,0,.32953531,53956.75,57033.25,.05395152,313,2287,52.12389,15.04694,37.76115,9.5284033,73.018753,72.21125,72.236252,2.1529806
370,290.79904,290.79904,874.49591,18.333334,294.32266,.53726518,1,166.78429,0,22.707434,1970.4,44731.934,22.707434,22.707434,22.707434,22.707434,22.707434,16,1,1,1,0,0,0,0,.16899033,5916,19323,.69384181,135,3014,299.80447,40.943172,75.469963,19.160362,25.101999,14.032,14.032,.80947542
390,102.82593,94.681107,60.365223,19.714285,154.98357,.58080995,1,91.677444,1,25.17618,275.42856,6940.7856,25.17618,25.17618,25.17618,25.17618,25.17618,19,2,1,0,1,0,0,0,.22809936,686.71429,3322.2144,.7932831,368,1750,35.627518,44.075428,67.661133,19.890753,14.246428,14.246428,14.246428,.46635893
391,81.738083,81.738083,157.69188,22.4,390.41858,.51556468,.99948901,111.82062,1,19.495691,2029.8667,39406.398,19.495691,19.495691,19.495691,19.495691,19.495691,17,2,0,0,1,0,0,0,.28455004,5865.2666,10619.333,.44767565,411,1291,106.42486,24.082964,51.553299,13.945373,57.650002,57.290001,56.560001,.85524058
395,15.726726,15.726726,413.42221,22.8125,429.33875,.5215013,.97917569,87.821144,1,28.895756,2080.6875,60115.063,28.895756,28.895756,28.895756,28.895756,28.895756,20,3,0,0,0,1,0,0,.16714787,59326.375,77256.25,.23208514,208,1536,4.5235386,14.458714,40.586849,10.951949,97.547501,92.126251,91.753754,4.2298036
397,83.164558,83.164558,119.6337,19.75,129.11,.53113961,1,99.894554,1,21.45717,596.9375,12803.188,21.45717,21.45717,21.45717,21.45717,21.45717,18,2,1,0,1,0,0,0,.15853603,2422.25,8320.5,.70888019,170,1805,46.882195,49.199265,78.177467,17.444551,72.428749,29.796249,24.466249,.96672535
402,42.722557,42.722557,262.92868,12.285714,224.18715,.4530696,1,251.3199,0,39.36388,5844.8569,230008.58,39.36388,39.36388,39.36388,39.36388,39.36388,15,4,1,0,0,0,1,0,.34615266,18941.428,26691.715,.29035893,12114,340,274.64523,43.561066,66.643623,25.012302,57.351429,57.351429,57.351429,3.7435148
413,27.27705,27.27705,216.84909,16.642857,160.61072,.26839069,.99545449,109.53424,1,27.674101,297.21429,8217.5713,27.674101,27.674101,27.674101,27.674101,27.674101,11,2,1,0,1,0,0,0,.075182937,728.28571,2746.1428,.73478413,82,2387,161.29893,35.806988,64.459229,15.90569,51.845715,27.378571,27.378571,1.0297667
417,44.210907,44.210907,338.07117,13.8,77.104004,.40947559,.9656024,44.397667,0,19.426306,2134.2,41456.199,19.426306,19.426306,19.426306,19.426306,19.426306,16,2,1,0,1,0,0,0,.25230953,8942.7998,11198.4,.20143028,106,2598,36.193005,20.783001,37.290359,12.897306,43.344002,36.147999,32.948002,1.2540792
418,59.104645,59.104645,377.20102,10.857142,828.49713,.7239458,.88293868,134.36516,0,35.271996,3207.5715,112969.71,35.271996,35.271996,35.271996,35.271996,35.271996,9,4,1,0,0,0,1,0,.11480273,7342,10567.143,.30520591,289,550,20.45257,17.54228,46.742722,19.323896,51.130001,50.745716,46.015713,2.0912426
421,57.963581,57.963581,134.54892,13.75,234.58499,.56744069,.9982506,130.22723,1,22.92643,4236.5625,97125.188,22.92643,22.92643,22.92643,22.92643,22.92643,41,1,1,1,0,0,0,0,.13051945,15355,18416.75,.1662448,61,2200,63.172935,21.240086,41.802158,12.481299,84.561249,91.986252,91.986252,1.2784866
427,16.728287,16.728287,229.36261,19.333334,312.84167,.46751341,1,70.500237,1,27.552734,578.08331,15924.25,27.552734,27.552734,27.552734,27.552734,27.552734,16,2,1,0,1,0,0,0,.18197088,2622.5,10758,.75622761,260,1115,147.35762,61.74033,85.023682,15.032477,40.168335,26.165001,28.523333,.88313252
432,36.998192,36.998192,163.12346,26.166666,100.6225,.10954233,1,145.0612,1,22.534388,269.41666,6071.25,22.534388,22.534388,22.534388,22.534388,22.534388,9,2,1,0,1,0,0,0,.082762986,876,3266.8333,.73182601,73,1850,92.969513,63.13673,75.871307,17.803692,39.503334,12.966666,12.966666,.58214349
439,113.51297,113.51297,698.49237,20.5625,214.96249,.65390813,.96977979,10.080956,0,29.097233,19091.813,555203.44,29.097233,29.097233,29.097233,29.097233,29.097233,17,1,1,1,0,0,0,0,.18690388,73518.75,123738.13,.40585047,653,1318,160.16606,37.081268,64.535713,14.467646,95.216248,59.876251,59.876251,7.7210722
444,53.19743,53.19743,638.22827,23.5,220.03938,.60114133,.99995673,26.398939,0,37.619919,6008.5,225743.31,37.619919,37.619919,37.619919,36.916328,37.619919,16,1,1,1,0,0,0,0,.10963964,25436.875,61780.25,.58829123,854,1018,111.9031,44.51321,69.243637,18.915192,74.088753,67.815002,66.092499,2.0658915
452,11.833876,11.833876,389.65466,24.583334,134.91499,.64968759,.82821178,39.908592,0,25.466976,1522.6666,38776.582,25.466976,25.466976,25.466976,25.466976,25.466976,18,2,1,0,1,0,0,0,.26681137,5220.6665,12258.083,.57410955,162,1417,29.68413,25.245905,53.974979,12.570437,95.964996,66.699997,63.808334,.9253248
